judge_model,experiment_type,app,variant,detector_model,method,n_omissions,n_true_gaps,found_strict,found_broad,recall_strict,recall_broad
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,oneshot-warehouse,9,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,twoshot,8,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,zeroshot,6,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,oneshot-tracker,4,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,oneshot-warehouse,6,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,twoshot,5,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,zeroshot,5,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,oneshot-tracker,6,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,oneshot-warehouse,6,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,twoshot,5,2,1,1,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,zeroshot,5,2,1,1,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,oneshot-tracker,15,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,oneshot-warehouse,8,2,1,1,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,twoshot,9,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,zeroshot,4,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,oneshot-tracker,10,2,1,1,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,oneshot-warehouse,10,2,1,1,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,twoshot,7,2,1,1,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,zeroshot,12,2,1,1,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,oneshot-tracker,7,2,1,1,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,oneshot-warehouse,7,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,twoshot,8,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,zeroshot,6,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,oneshot-tracker,6,4,4,4,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,oneshot-warehouse,6,4,2,3,0.5,0.75
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,twoshot,7,4,2,4,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,zeroshot,6,4,3,3,0.75,0.75
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,oneshot-tracker,12,4,2,4,0.5,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,oneshot-warehouse,13,4,3,4,0.75,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,twoshot,11,4,3,3,0.75,0.75
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,zeroshot,12,4,3,4,0.75,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,oneshot-tracker,19,4,2,2,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,oneshot-warehouse,12,4,2,2,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,twoshot,15,4,2,2,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,zeroshot,20,4,2,2,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,oneshot-tracker,13,4,3,4,0.75,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,oneshot-warehouse,14,4,3,4,0.75,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,twoshot,16,4,3,4,0.75,1.0
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,zeroshot,19,4,3,4,0.75,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,oneshot-tracker,4,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,oneshot-warehouse,4,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,twoshot,3,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,zeroshot,4,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,oneshot-tracker,6,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,oneshot-warehouse,8,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,twoshot,7,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,zeroshot,7,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,oneshot-tracker,12,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,oneshot-warehouse,12,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,twoshot,22,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,zeroshot,5,1,0,0,0.0,0.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,oneshot-tracker,8,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,oneshot-warehouse,8,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,twoshot,9,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,zeroshot,9,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,oneshot-tracker,4,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,oneshot-warehouse,4,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,twoshot,4,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,zeroshot,5,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,oneshot-tracker,3,3,2,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,oneshot-warehouse,4,3,2,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,twoshot,4,3,2,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,zeroshot,5,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,oneshot-tracker,5,3,2,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,oneshot-warehouse,4,3,1,1,0.3333333333333333,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,twoshot,3,3,1,1,0.3333333333333333,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-4.1-mini,zeroshot,5,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,oneshot-tracker,6,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,oneshot-warehouse,8,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,twoshot,6,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,gpt-5.4,zeroshot,7,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,oneshot-tracker,5,2,1,2,0.5,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,oneshot-warehouse,5,2,1,2,0.5,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,twoshot,4,2,1,2,0.5,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,DeepSeek-V3-0324,zeroshot,5,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,oneshot-tracker,2,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,oneshot-warehouse,2,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,twoshot,2,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,claude-sonnet-4-6,zeroshot,3,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,oneshot-tracker,9,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,oneshot-warehouse,3,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,twoshot,5,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-4.1-mini,zeroshot,5,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,oneshot-tracker,5,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,oneshot-warehouse,5,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,twoshot,3,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,zeroshot,3,2,2,2,1.0,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,oneshot-tracker,3,3,1,2,0.3333333333333333,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,oneshot-warehouse,5,3,2,3,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,twoshot,4,3,1,2,0.3333333333333333,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,zeroshot,4,3,2,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,oneshot-tracker,5,3,2,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,oneshot-warehouse,6,3,2,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,twoshot,6,3,2,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,zeroshot,6,3,1,2,0.3333333333333333,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,oneshot-tracker,7,3,1,1,0.3333333333333333,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,oneshot-warehouse,6,3,0,2,0.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,twoshot,8,3,1,2,0.3333333333333333,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,zeroshot,6,3,2,3,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,oneshot-tracker,5,3,2,3,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,oneshot-warehouse,5,3,2,3,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,twoshot,6,3,2,3,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,zeroshot,6,3,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,oneshot-tracker,4,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,oneshot-warehouse,3,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,twoshot,3,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,zeroshot,4,1,0,1,0.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,oneshot-tracker,1,1,0,0,0.0,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,oneshot-warehouse,0,1,0,0,0.0,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,twoshot,1,1,0,0,0.0,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,zeroshot,3,1,0,1,0.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,oneshot-tracker,0,1,0,0,0.0,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,oneshot-warehouse,0,1,0,0,0.0,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,twoshot,0,1,0,0,0.0,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,zeroshot,6,1,0,1,0.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,oneshot-tracker,1,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,oneshot-warehouse,1,1,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,twoshot,0,1,0,0,0.0,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,zeroshot,1,1,1,1,1.0,1.0
