judge_model,experiment_type,app,variant,detector_model,method,n_omission_items,n_delta,n_true_gaps,n_invalid,found_delta_strict,found_gaps_strict,precision_dedup_strict,recall_dedup_strict,found_delta_broad,found_gaps_broad,precision_dedup_broad,recall_dedup_broad
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,twoshot,3,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,public-library,borrows-R1R2R3,gpt-5.4,zeroshot,3,3,2,0,2,2,1.0,1.0,3,2,0.6666666666666666,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,oneshot-tracker,3,4,3,0,1,1,1.0,0.3333333333333333,2,2,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,oneshot-warehouse,5,4,3,0,2,2,1.0,0.6666666666666666,4,3,0.75,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,twoshot,4,4,3,0,1,1,1.0,0.3333333333333333,3,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,DeepSeek-V3-0324,zeroshot,4,4,3,0,2,2,1.0,0.6666666666666666,3,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,oneshot-tracker,5,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,oneshot-warehouse,6,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,twoshot,6,4,3,0,2,2,1.0,0.6666666666666666,2,2,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,claude-sonnet-4-6,zeroshot,6,4,3,0,1,1,1.0,0.3333333333333333,3,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,oneshot-tracker,7,4,3,0,1,1,1.0,0.3333333333333333,2,1,0.5,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,oneshot-warehouse,6,4,3,0,0,0,,0.0,3,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,twoshot,8,4,3,0,1,1,1.0,0.3333333333333333,3,2,0.6666666666666666,0.6666666666666666
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-4.1-mini,zeroshot,6,4,3,0,2,2,1.0,0.6666666666666666,4,3,0.75,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,oneshot-tracker,5,4,3,0,2,2,1.0,0.6666666666666666,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,oneshot-warehouse,5,4,3,0,2,2,1.0,0.6666666666666666,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,twoshot,6,4,3,0,2,2,1.0,0.6666666666666666,3,3,1.0,1.0
claude-sonnet-4-6,microservices,public-library,cardholders-R4R5R6R7,gpt-5.4,zeroshot,6,4,3,0,3,3,1.0,1.0,4,3,0.75,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,oneshot-tracker,4,1,1,0,1,1,1.0,1.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,oneshot-warehouse,3,1,1,0,1,1,1.0,1.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,twoshot,3,1,1,0,1,1,1.0,1.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,DeepSeek-V3-0324,zeroshot,4,1,1,0,0,0,,0.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,oneshot-tracker,1,1,1,0,0,0,,0.0,0,0,,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,oneshot-warehouse,0,1,1,0,0,0,,0.0,0,0,,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,twoshot,1,1,1,0,0,0,,0.0,0,0,,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,claude-sonnet-4-6,zeroshot,3,1,1,0,0,0,,0.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,oneshot-tracker,0,1,1,0,0,0,,0.0,0,0,,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,oneshot-warehouse,0,1,1,0,0,0,,0.0,0,0,,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,twoshot,0,1,1,0,0,0,,0.0,0,0,,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-4.1-mini,zeroshot,6,1,1,1,0,0,,0.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,oneshot-tracker,1,1,1,0,1,1,1.0,1.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,oneshot-warehouse,1,1,1,0,1,1,1.0,1.0,1,1,1.0,1.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,twoshot,0,1,1,0,0,0,,0.0,0,0,,0.0
claude-sonnet-4-6,microservices,public-library,logs-R12R13,gpt-5.4,zeroshot,1,1,1,0,1,1,1.0,1.0,1,1,1.0,1.0
