judge_model,experiment_type,app,variant,detector_model,method,n_omissions,tp_strict,fp_tracked_strict,excluded_strict,unknown_strict,precision_tracked_strict,exclusion_rate_strict,tp_broad,fp_tracked_broad,excluded_broad,unknown_broad,precision_tracked_broad,exclusion_rate_broad
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,DeepSeek-V3-0324,oneshot-warehouse,8,1,1,6,0,0.5,0.75,6,1,1,0,0.8571428571428571,0.125
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,DeepSeek-V3-0324,twoshot,9,2,0,7,0,1.0,0.7777777777777778,5,0,4,0,1.0,0.4444444444444444
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,DeepSeek-V3-0324,zeroshot,9,5,2,2,0,0.7142857142857143,0.2222222222222222,6,2,1,0,0.75,0.1111111111111111
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,claude-sonnet-4-6,oneshot-tracker,11,9,0,2,0,1.0,0.18181818181818182,10,0,1,0,1.0,0.09090909090909091
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,claude-sonnet-4-6,oneshot-warehouse,9,7,0,2,0,1.0,0.2222222222222222,9,0,0,0,1.0,0.0
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,claude-sonnet-4-6,twoshot,9,9,0,0,0,1.0,0.0,9,0,0,0,1.0,0.0
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,claude-sonnet-4-6,zeroshot,10,7,0,3,0,1.0,0.3,8,0,2,0,1.0,0.2
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-4.1-mini,oneshot-tracker,15,6,0,9,0,1.0,0.6,6,1,8,0,0.8571428571428571,0.5333333333333333
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-4.1-mini,oneshot-warehouse,16,6,0,10,0,1.0,0.625,7,3,6,0,0.7,0.375
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-4.1-mini,twoshot,20,6,0,14,0,1.0,0.7,7,2,11,0,0.7777777777777778,0.55
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-4.1-mini,zeroshot,20,7,1,12,0,0.875,0.6,9,2,9,0,0.8181818181818182,0.45
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-5.4,oneshot-tracker,12,7,0,5,0,1.0,0.4166666666666667,7,1,4,0,0.875,0.3333333333333333
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-5.4,oneshot-warehouse,14,5,1,8,0,0.8333333333333334,0.5714285714285714,8,2,4,0,0.8,0.2857142857142857
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-5.4,twoshot,14,8,0,6,0,1.0,0.42857142857142855,9,2,3,0,0.8181818181818182,0.21428571428571427
claude-sonnet-4-6,restestbench,realworld,realworld-R5R6R9R12R19R23R25R27R29,gpt-5.4,zeroshot,16,12,1,3,0,0.9230769230769231,0.1875,12,2,2,0,0.8571428571428571,0.125
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,DeepSeek-V3-0324,oneshot-tracker,3,0,0,3,0,,1.0,2,0,1,0,1.0,0.3333333333333333
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,DeepSeek-V3-0324,oneshot-warehouse,2,1,0,1,0,1.0,0.5,2,0,0,0,1.0,0.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,DeepSeek-V3-0324,twoshot,3,2,0,1,0,1.0,0.3333333333333333,2,0,1,0,1.0,0.3333333333333333
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,DeepSeek-V3-0324,zeroshot,3,0,0,3,0,,1.0,2,0,1,0,1.0,0.3333333333333333
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,claude-sonnet-4-6,oneshot-tracker,3,2,0,1,0,1.0,0.3333333333333333,2,0,1,0,1.0,0.3333333333333333
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,claude-sonnet-4-6,oneshot-warehouse,2,2,0,0,0,1.0,0.0,2,0,0,0,1.0,0.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,claude-sonnet-4-6,twoshot,2,2,0,0,0,1.0,0.0,2,0,0,0,1.0,0.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,claude-sonnet-4-6,zeroshot,2,1,0,1,0,1.0,0.5,2,0,0,0,1.0,0.0
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-4.1-mini,oneshot-tracker,7,2,0,5,0,1.0,0.7142857142857143,2,2,3,0,0.5,0.42857142857142855
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-4.1-mini,oneshot-warehouse,7,2,0,5,0,1.0,0.7142857142857143,2,0,5,0,1.0,0.7142857142857143
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-4.1-mini,twoshot,10,4,0,6,0,1.0,0.6,4,0,6,0,1.0,0.6
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-4.1-mini,zeroshot,6,2,0,4,0,1.0,0.6666666666666666,2,0,4,0,1.0,0.6666666666666666
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-5.4,oneshot-tracker,5,2,0,3,0,1.0,0.6,3,0,2,0,1.0,0.4
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-5.4,oneshot-warehouse,4,1,0,3,0,1.0,0.75,3,0,1,0,1.0,0.25
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-5.4,twoshot,3,2,0,1,0,1.0,0.3333333333333333,2,0,1,0,1.0,0.3333333333333333
claude-sonnet-4-6,restestbench,todoapp,todoapp-R1R2R4R5R7R8R10R12,gpt-5.4,zeroshot,2,2,0,0,0,1.0,0.0,2,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,DeepSeek-V3-0324,oneshot-tracker,3,1,0,2,0,1.0,0.6666666666666666,2,0,1,0,1.0,0.3333333333333333
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,DeepSeek-V3-0324,oneshot-warehouse,4,1,0,3,0,1.0,0.75,3,1,0,0,0.75,0.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,DeepSeek-V3-0324,twoshot,3,0,0,3,0,,1.0,2,0,1,0,1.0,0.3333333333333333
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,DeepSeek-V3-0324,zeroshot,3,1,0,2,0,1.0,0.6666666666666666,3,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,claude-sonnet-4-6,oneshot-tracker,4,1,0,3,0,1.0,0.75,3,1,0,0,0.75,0.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,claude-sonnet-4-6,oneshot-warehouse,6,1,0,5,0,1.0,0.8333333333333334,5,0,1,0,1.0,0.16666666666666666
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,claude-sonnet-4-6,twoshot,5,1,0,4,0,1.0,0.8,5,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,claude-sonnet-4-6,zeroshot,5,1,0,4,0,1.0,0.8,4,1,0,0,0.8,0.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-4.1-mini,oneshot-tracker,10,1,0,9,0,1.0,0.9,3,0,7,0,1.0,0.7
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-4.1-mini,oneshot-warehouse,7,1,0,6,0,1.0,0.8571428571428571,3,0,4,0,1.0,0.5714285714285714
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-4.1-mini,twoshot,8,1,0,7,0,1.0,0.875,3,1,4,0,0.75,0.5
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-4.1-mini,zeroshot,7,1,0,6,0,1.0,0.8571428571428571,3,0,4,0,1.0,0.5714285714285714
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-5.4,oneshot-tracker,6,2,0,4,0,1.0,0.6666666666666666,6,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-5.4,oneshot-warehouse,4,1,0,3,0,1.0,0.75,3,0,1,0,1.0,0.25
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-5.4,twoshot,6,2,0,4,0,1.0,0.6666666666666666,5,0,1,0,1.0,0.16666666666666666
claude-sonnet-4-6,microservices,nutrition,auth-R1R2R3,gpt-5.4,zeroshot,5,2,0,3,0,1.0,0.6,4,0,1,0,1.0,0.2
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,DeepSeek-V3-0324,oneshot-tracker,5,1,0,4,0,1.0,0.8,1,1,3,0,0.5,0.6
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,DeepSeek-V3-0324,oneshot-warehouse,5,1,0,4,0,1.0,0.8,2,1,2,0,0.6666666666666666,0.4
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,DeepSeek-V3-0324,twoshot,5,1,0,4,0,1.0,0.8,1,1,3,0,0.5,0.6
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,DeepSeek-V3-0324,zeroshot,5,1,0,4,0,1.0,0.8,1,2,2,0,0.3333333333333333,0.4
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,claude-sonnet-4-6,oneshot-tracker,8,5,0,3,0,1.0,0.375,5,1,2,0,0.8333333333333334,0.25
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,claude-sonnet-4-6,oneshot-warehouse,4,3,1,0,0,0.75,0.0,3,1,0,0,0.75,0.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,claude-sonnet-4-6,twoshot,6,5,0,1,0,1.0,0.16666666666666666,5,1,0,0,0.8333333333333334,0.0
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,claude-sonnet-4-6,zeroshot,5,1,0,4,0,1.0,0.8,3,1,1,0,0.75,0.2
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-4.1-mini,oneshot-tracker,7,1,0,6,0,1.0,0.8571428571428571,2,2,3,0,0.5,0.42857142857142855
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-4.1-mini,oneshot-warehouse,7,1,0,6,0,1.0,0.8571428571428571,2,1,4,0,0.6666666666666666,0.5714285714285714
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-4.1-mini,twoshot,5,1,0,4,0,1.0,0.8,2,1,2,0,0.6666666666666666,0.4
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-4.1-mini,zeroshot,6,1,0,5,0,1.0,0.8333333333333334,2,1,3,0,0.6666666666666666,0.5
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-5.4,oneshot-tracker,5,2,0,3,0,1.0,0.6,3,1,1,0,0.75,0.2
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-5.4,oneshot-warehouse,6,3,0,3,0,1.0,0.5,3,1,2,0,0.75,0.3333333333333333
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-5.4,twoshot,7,1,0,6,0,1.0,0.8571428571428571,3,1,3,0,0.75,0.42857142857142855
claude-sonnet-4-6,microservices,nutrition,dishes-R4R5R6,gpt-5.4,zeroshot,7,3,0,4,0,1.0,0.5714285714285714,4,2,1,0,0.6666666666666666,0.14285714285714285
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,DeepSeek-V3-0324,oneshot-tracker,5,2,0,3,0,1.0,0.6,2,0,3,0,1.0,0.6
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,DeepSeek-V3-0324,oneshot-warehouse,4,2,0,2,0,1.0,0.5,2,0,2,0,1.0,0.5
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,DeepSeek-V3-0324,twoshot,4,1,0,3,0,1.0,0.75,2,0,2,0,1.0,0.5
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,DeepSeek-V3-0324,zeroshot,4,2,0,2,0,1.0,0.5,2,1,1,0,0.6666666666666666,0.25
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,claude-sonnet-4-6,oneshot-tracker,5,2,0,3,0,1.0,0.6,2,1,2,0,0.6666666666666666,0.4
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,claude-sonnet-4-6,oneshot-warehouse,4,2,0,2,0,1.0,0.5,2,1,1,0,0.6666666666666666,0.25
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,claude-sonnet-4-6,twoshot,4,1,0,3,0,1.0,0.75,2,0,2,0,1.0,0.5
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,claude-sonnet-4-6,zeroshot,4,3,0,1,0,1.0,0.25,3,0,1,0,1.0,0.25
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-4.1-mini,oneshot-tracker,7,2,0,5,0,1.0,0.7142857142857143,2,1,4,0,0.6666666666666666,0.5714285714285714
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-4.1-mini,oneshot-warehouse,7,2,0,5,0,1.0,0.7142857142857143,2,1,4,0,0.6666666666666666,0.5714285714285714
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-4.1-mini,twoshot,7,2,0,5,0,1.0,0.7142857142857143,2,0,5,0,1.0,0.7142857142857143
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-4.1-mini,zeroshot,7,2,0,5,0,1.0,0.7142857142857143,3,1,3,0,0.75,0.42857142857142855
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-5.4,oneshot-tracker,6,3,0,3,0,1.0,0.5,3,0,3,0,1.0,0.5
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-5.4,oneshot-warehouse,7,2,0,5,0,1.0,0.7142857142857143,2,0,5,0,1.0,0.7142857142857143
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-5.4,twoshot,4,2,0,2,0,1.0,0.5,2,0,2,0,1.0,0.5
claude-sonnet-4-6,microservices,nutrition,profiles-R7R8R9,gpt-5.4,zeroshot,7,3,0,4,0,1.0,0.5714285714285714,3,0,4,0,1.0,0.5714285714285714
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,DeepSeek-V3-0324,oneshot-tracker,4,1,1,2,0,0.5,0.5,1,1,2,0,0.5,0.5
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,DeepSeek-V3-0324,oneshot-warehouse,4,1,0,3,0,1.0,0.75,1,1,2,0,0.5,0.5
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,DeepSeek-V3-0324,twoshot,5,2,1,2,0,0.6666666666666666,0.4,2,2,1,0,0.5,0.2
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,DeepSeek-V3-0324,zeroshot,4,1,0,3,0,1.0,0.75,1,1,2,0,0.5,0.5
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,claude-sonnet-4-6,oneshot-tracker,4,2,0,2,0,1.0,0.5,2,1,1,0,0.6666666666666666,0.25
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,claude-sonnet-4-6,oneshot-warehouse,5,2,0,3,0,1.0,0.6,2,1,2,0,0.6666666666666666,0.4
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,claude-sonnet-4-6,twoshot,4,2,0,2,0,1.0,0.5,2,1,1,0,0.6666666666666666,0.25
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,claude-sonnet-4-6,zeroshot,5,1,0,4,0,1.0,0.8,2,0,3,0,1.0,0.6
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,oneshot-tracker,6,2,1,3,0,0.6666666666666666,0.5,2,2,2,0,0.5,0.3333333333333333
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,oneshot-warehouse,9,2,1,6,0,0.6666666666666666,0.6666666666666666,2,2,5,0,0.5,0.5555555555555556
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,twoshot,8,2,1,5,0,0.6666666666666666,0.625,2,1,5,0,0.6666666666666666,0.625
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-4.1-mini,zeroshot,6,1,1,4,0,0.5,0.6666666666666666,1,2,3,0,0.3333333333333333,0.5
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,oneshot-tracker,4,1,0,3,0,1.0,0.75,1,0,3,0,1.0,0.75
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,oneshot-warehouse,6,1,1,4,0,0.5,0.6666666666666666,1,1,4,0,0.5,0.6666666666666666
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,twoshot,5,1,0,4,0,1.0,0.8,2,0,3,0,1.0,0.6
claude-sonnet-4-6,microservices,nutrition,ratings-R10R11R12,gpt-5.4,zeroshot,5,1,0,4,0,1.0,0.8,2,0,3,0,1.0,0.6
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,oneshot-tracker,6,2,0,4,0,1.0,0.6666666666666666,2,0,4,0,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,oneshot-warehouse,6,2,0,4,0,1.0,0.6666666666666666,2,0,4,0,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,twoshot,5,1,0,4,0,1.0,0.8,1,0,4,0,1.0,0.8
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,DeepSeek-V3-0324,zeroshot,5,1,0,3,1,1.0,0.6,1,0,3,1,1.0,0.6
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,oneshot-tracker,15,2,0,13,0,1.0,0.8666666666666667,2,0,12,1,1.0,0.8
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,oneshot-warehouse,8,1,0,7,0,1.0,0.875,1,0,7,0,1.0,0.875
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,twoshot,9,3,0,6,0,1.0,0.6666666666666666,3,0,6,0,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,claude-sonnet-4-6,zeroshot,4,3,0,1,0,1.0,0.25,3,0,1,0,1.0,0.25
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,oneshot-tracker,10,1,0,9,0,1.0,0.9,1,0,9,0,1.0,0.9
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,oneshot-warehouse,10,1,0,9,0,1.0,0.9,1,0,9,0,1.0,0.9
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,twoshot,7,1,0,6,0,1.0,0.8571428571428571,1,0,6,0,1.0,0.8571428571428571
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-4.1-mini,zeroshot,12,1,0,11,0,1.0,0.9166666666666666,1,0,11,0,1.0,0.9166666666666666
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,oneshot-tracker,7,1,0,5,1,1.0,0.7142857142857143,1,0,5,1,1.0,0.7142857142857143
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,oneshot-warehouse,7,2,0,5,0,1.0,0.7142857142857143,2,0,5,0,1.0,0.7142857142857143
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,twoshot,8,2,0,6,0,1.0,0.75,3,0,4,1,1.0,0.5
claude-sonnet-4-6,microservices,pet-store,petorder-R8R9R10,gpt-5.4,zeroshot,6,2,0,4,0,1.0,0.6666666666666666,2,0,4,0,1.0,0.6666666666666666
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,oneshot-tracker,6,4,0,2,0,1.0,0.3333333333333333,4,0,2,0,1.0,0.3333333333333333
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,oneshot-warehouse,6,3,0,3,0,1.0,0.5,5,0,1,0,1.0,0.16666666666666666
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,twoshot,7,3,0,4,0,1.0,0.5714285714285714,5,0,2,0,1.0,0.2857142857142857
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,DeepSeek-V3-0324,zeroshot,6,3,0,3,0,1.0,0.5,5,0,1,0,1.0,0.16666666666666666
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,oneshot-tracker,12,2,0,10,0,1.0,0.8333333333333334,5,0,7,0,1.0,0.5833333333333334
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,oneshot-warehouse,13,4,0,9,0,1.0,0.6923076923076923,5,0,8,0,1.0,0.6153846153846154
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,twoshot,11,3,0,8,0,1.0,0.7272727272727273,5,0,6,0,1.0,0.5454545454545454
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,claude-sonnet-4-6,zeroshot,12,3,0,9,0,1.0,0.75,7,0,5,0,1.0,0.4166666666666667
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,oneshot-tracker,19,2,0,17,0,1.0,0.8947368421052632,2,0,17,0,1.0,0.8947368421052632
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,oneshot-warehouse,12,2,0,10,0,1.0,0.8333333333333334,2,0,10,0,1.0,0.8333333333333334
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,twoshot,15,2,0,13,0,1.0,0.8666666666666667,2,0,13,0,1.0,0.8666666666666667
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-4.1-mini,zeroshot,20,2,0,18,0,1.0,0.9,2,0,18,0,1.0,0.9
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,oneshot-tracker,13,6,0,7,0,1.0,0.5384615384615384,8,0,5,0,1.0,0.38461538461538464
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,oneshot-warehouse,14,5,0,9,0,1.0,0.6428571428571429,10,0,4,0,1.0,0.2857142857142857
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,twoshot,16,6,0,10,0,1.0,0.625,10,0,6,0,1.0,0.375
claude-sonnet-4-6,microservices,pet-store,petstore-R4R5R6R7,gpt-5.4,zeroshot,19,7,0,12,0,1.0,0.631578947368421,10,0,9,0,1.0,0.47368421052631576
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,oneshot-tracker,4,1,0,3,0,1.0,0.75,1,1,2,0,0.5,0.5
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,oneshot-warehouse,4,1,1,2,0,0.5,0.5,1,2,1,0,0.3333333333333333,0.25
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,twoshot,3,1,1,1,0,0.5,0.3333333333333333,1,1,1,0,0.5,0.3333333333333333
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,DeepSeek-V3-0324,zeroshot,4,1,1,2,0,0.5,0.5,1,2,1,0,0.3333333333333333,0.25
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,oneshot-tracker,6,2,1,3,0,0.6666666666666666,0.5,2,2,2,0,0.5,0.3333333333333333
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,oneshot-warehouse,8,2,0,6,0,1.0,0.75,3,3,2,0,0.5,0.25
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,twoshot,7,2,0,5,0,1.0,0.7142857142857143,2,2,3,0,0.5,0.42857142857142855
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,claude-sonnet-4-6,zeroshot,7,2,0,5,0,1.0,0.7142857142857143,2,2,3,0,0.5,0.42857142857142855
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,oneshot-tracker,12,4,1,7,0,0.8,0.5833333333333334,4,2,6,0,0.6666666666666666,0.5
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,oneshot-warehouse,12,2,2,8,0,0.5,0.6666666666666666,4,3,5,0,0.5714285714285714,0.4166666666666667
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,twoshot,22,4,1,17,0,0.8,0.7727272727272727,4,3,15,0,0.5714285714285714,0.6818181818181818
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-4.1-mini,zeroshot,5,0,1,4,0,0.0,0.8,0,4,1,0,0.0,0.2
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,oneshot-tracker,8,2,0,6,0,1.0,0.75,2,3,3,0,0.4,0.375
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,oneshot-warehouse,8,1,1,6,0,0.5,0.75,2,5,1,0,0.2857142857142857,0.125
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,twoshot,9,2,1,6,0,0.6666666666666666,0.6666666666666666,2,5,2,0,0.2857142857142857,0.2222222222222222
claude-sonnet-4-6,microservices,pet-store,registry-R1R2R3,gpt-5.4,zeroshot,9,2,1,6,0,0.6666666666666666,0.6666666666666666,2,4,3,0,0.3333333333333333,0.3333333333333333
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,oneshot-tracker,4,3,0,1,0,1.0,0.25,4,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,oneshot-warehouse,4,3,0,1,0,1.0,0.25,3,0,1,0,1.0,0.25
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,twoshot,4,3,0,1,0,1.0,0.25,4,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,DeepSeek-V3-0324,zeroshot,5,3,0,2,0,1.0,0.4,4,0,1,0,1.0,0.2
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,oneshot-tracker,3,2,0,1,0,1.0,0.3333333333333333,3,0,0,0,1.0,0.0
claude-sonnet-4-6,microservices,public-library,books-R8R9R10R11,claude-sonnet-4-6,oneshot-warehouse,4,2,0,2,0,1.0,0.5,4,0,0,0,1.0,0.0
